Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	threshold
DHH00002Zm00004b01080	20.771732450912452	-0.30429593698967294	0.4061591478575279	-0.749203701541184	0.4537344384892319	0.7054722777447084	FALSE
DHH00002Zm00004b02280	1.651647481166116	-0.8240777522865614	1.1012849483446476	-0.7482874922836645	0.4542867672406692	0.7054722777447084	FALSE
DHH00002Zm00004b02983	48.03632371366581	0.16001127218589162	0.2136574858276183	0.7489148885473212	0.45390850598499616	0.7054722777447084	FALSE
DHH00002Zm00004b04709	3.1831540971626766	0.671067607055445	0.8972195593150665	0.7479413484562631	0.45449553562468387	0.7054722777447084	FALSE
DHH00002Zm00004b08120	113.90625185244541	-0.11372740005270685	0.15184469983987814	-0.7489718124678281	0.453874194977378	0.7054722777447084	FALSE
DHH00002Zm00004b09135	16.546857977458757	-0.2636791720741826	0.3513585106598134	-0.7504561980838932	0.4529799951226235	0.7054722777447084	FALSE
DHH04319Zm00004b00001	8.376357008951667	0.3585639154697578	0.47942702661275605	0.7479009224888314	0.4545199211070828	0.7054722777447084	FALSE
DHH04572Zm00004b00001	39.79477809467064	0.22589851961086596	0.30163462446134087	0.7489144192722422	0.4539087888475734	0.7054722777447084	FALSE
DTA00151Zm00004b00019	5.254617147191621	0.45784120490094976	0.6114115761060239	0.7488265233983012	0.4539617711541167	0.7054722777447084	FALSE
DTT12825Zm00004b00001	6.35207786903447	-0.4886870462232926	0.6532443069466883	-0.7480923155801412	0.4544044767613798	0.7054722777447084	FALSE
RLC00002Zm00004b00763	4.46532318388927	-0.7031590799996049	0.9388216232278722	-0.7489804906516656	0.4538689643131103	0.7054722777447084	FALSE
RLC00002Zm00004b07536	2.156839305460475	0.6575073183544959	0.8773174292789884	0.7494520186323661	0.45358480797031125	0.7054722777447084	FALSE
RLC00004Zm00004b00744	1.6844421281582316	0.7747178314066697	1.0340057790612183	0.749239363159113	0.4537129478559811	0.7054722777447084	FALSE
RLC00022Zm00004b00114	1.3806427030146224	-0.8489048638481421	1.13420846377084	-0.7484557653765298	0.4541852968729901	0.7054722777447084	FALSE
RLG00001Zm00004b01060	2.3951909095821096	0.7571698434645618	1.0113957410568275	0.7486385523765208	0.4540750889530766	0.7054722777447084	FALSE
RLG00007Zm00004b03141	1.55956845880277	0.8448935217964798	1.1289180848740576	0.7484099449879362	0.45421292576220024	0.7054722777447084	FALSE
RLG00009Zm00004b01118	1.5656014946453165	0.729776730367064	0.9745914181507372	0.7488027462336956	0.4539761042694618	0.7054722777447084	FALSE
RLG02003Zm00004b00003	4.770275416285661	-0.5469765236850126	0.7290437140125596	-0.7502657428791568	0.45309467044765583	0.7054722777447084	FALSE
RLG11677Zm00004b00001	1.4986624563566358	-1.0733736512716954	1.4354569249688098	-0.7477574788912722	0.45460645414652195	0.7054722777447084	FALSE
RLX02140Zm00004b00001	2.0070212132661402	-0.6916563831648218	0.9220536280762325	-0.7501259819430349	0.4531788325807931	0.7054722777447084	FALSE
RLX35018Zm00004b00001	1.7724028499374502	0.8639697071279816	1.1550365652938037	0.7480020400117946	0.45445892705380936	0.7054722777447084	FALSE
DHH00002Zm00004b08018	135.992541661581	0.1849663021882976	0.24744639560358536	0.7475004909128591	0.4547615065898595	0.7054918434368429	FALSE
DHH00342Zm00004b00001	3.1868552561512464	0.6410925465880886	0.8578104451337986	0.7473592216379377	0.4548467534063545	0.7054918434368429	FALSE
DHH02711Zm00004b00103	2.0154177521893852	0.7671295535427222	1.0263596210752888	0.7474276440639993	0.45480546379972553	0.7054918434368429	FALSE
RLC01373Zm00004b00054	10.623721608175531	-0.4319387883468305	0.5785440072123899	-0.7465962536334095	0.45530731051525947	0.7054918434368429	FALSE
RLG00001Zm00004b05381	2.202383593121076	-0.6845428800125966	0.9171464653597073	-0.7463833813545986	0.4554358553148563	0.7054918434368429	FALSE
RLG00001Zm00004b07729	5.356566017768043	-0.4236476889598524	0.5671756608821706	-0.7469426461299865	0.4550981820237839	0.7054918434368429	FALSE
RLG00003Zm00004b04817	4.4345333611000335	0.5150186808089816	0.690076272342719	0.746321387142555	0.4554732949060696	0.7054918434368429	FALSE
RLG00009Zm00004b00100	1.571081387872412	0.8765930286822176	1.1734753133474607	0.7470059392912533	0.45505997571563556	0.7054918434368429	FALSE
RLG00268Zm00004b00001	3.267212417394131	-0.6297029122753907	0.8437052013959192	-0.7463541901051938	0.45545348430037114	0.7054918434368429	FALSE
RLG05984Zm00004b00001	8.760852646486487	2.4485488615833013	3.28100574463943	0.7462799678372363	0.45549830984943485	0.7054918434368429	FALSE
RLX03769Zm00004b00001	3.757175972621038	0.5821447096459167	0.7800768607725213	0.7462658347145568	0.45550684564184585	0.7054918434368429	FALSE
RLX04848Zm00004b00001	2.925946764090093	-0.6339707492736378	0.8487769827272782	-0.7469226453768479	0.455110255661667	0.7054918434368429	FALSE
DHH02781Zm00004b00002	3.691284723119592	0.5838947653910673	0.7827508189600515	0.7459522893464606	0.4556962365817324	0.705670560578662	FALSE
DHH00001zmB00946	22.12381767862418	0.2724403279274156	0.3655042798540358	0.7453820459673269	0.4560407944760527	0.7059748402798115	FALSE
RLX02814Zm00004b00001	45.164619796829186	0.15700187484618724	0.21061755965150172	0.7454358274114008	0.4560082918818479	0.7059748402798115	FALSE
RLC00096Zm00004b00022	2.3265122022783906	0.6241992619486402	0.837629781534712	0.7451970735865877	0.4561525917193978	0.7060332924259337	FALSE
RLX12923Zm00004b00001	53.673547029921124	0.217200840685865	0.29165877817776503	0.7447087382142218	0.4564478154964924	0.7063755872402713	FALSE
RLX00065Zm00004b00027	1.6902228650728415	-0.9020859535638804	1.2116984892809552	-0.744480546558406	0.4565858058702285	0.7064390205669862	FALSE
RLX13560Zm00004b00001	5.055360780859084	-0.48386738612240415	0.6500134574850741	-0.7443959514230748	0.4566369675728715	0.7064390205669862	FALSE
DHH00002Zm00004b06287	240.0838634473488	-0.09187076460745627	0.12349411933376438	-0.7439282542609136	0.4569198810235003	0.7066474189815276	FALSE
RLG00021Zm00004b00167	2.6481452656835063	0.7138143009213203	0.9594287881436302	0.743999252203447	0.4568769275072981	0.7066474189815276	FALSE
RLG01942Zm00004b00001	1.3661880234792125	-1.0969271884999887	1.476116016901463	-0.743117191291349	0.4574107323629163	0.7072918345731749	FALSE
RLC00002Zm00004b03202	2.0776412184744677	0.9414467486887834	1.2673889335647297	0.742823867051464	0.4575883236304528	0.7074517273249025	FALSE
RLC00032Zm00004b00090	2.963113407521582	-0.5843559404148141	0.7875539228120452	-0.7419884829324562	0.4580943135826678	0.7079143649594433	FALSE
RLG07029Zm00004b00001	2.143433190582398	-0.7116591333566028	0.9591582773810077	-0.7419621454967745	0.4581102712001599	0.7079143649594433	FALSE
RLX02040Zm00004b00002	5.073336591465203	-0.43939669623599903	0.592182520017572	-0.7419953838268659	0.4580901324438222	0.7079143649594433	FALSE
DHH00002Zm00004b02723	4.6594331821312585	-0.5075627621980416	0.6845522734685769	-0.7414521605870327	0.4584193279846475	0.7081577460210532	FALSE
DTA00311Zm00004b00007	1.3133093041540358	-0.8562227263130092	1.1551306227091636	-0.7412345491325333	0.4585512386367419	0.7081577460210532	FALSE
RLC00025Zm00004b00040	1.5000032714374698	0.8271342343079064	1.116016426012497	0.7411487994520292	0.4586032238053248	0.7081577460210532	FALSE
RLG08686Zm00004b00001	4.668430730512836	0.5528793235797662	0.7461589884959708	0.7409671827370229	0.4587133386296189	0.7081577460210532	FALSE
RLX19533Zm00004b00001	2.300984992244727	-0.6651127953657299	0.8975137756755779	-0.7410613779884161	0.4586562258823827	0.7081577460210532	FALSE
RLX34629Zm00004b00001	42.765325926454636	-0.21191562302956568	0.28585507136845323	-0.7413393857771262	0.45848768661338124	0.7081577460210532	FALSE
DHH04966Zm00004b00001	7.620744330918545	0.4429833537176166	0.5982923160679569	0.7404129082401595	0.45904948873942514	0.7083603657280412	FALSE
DTH00442Zm00004b00001	2.4892504135319666	-0.722073944285432	0.9752704060668884	-0.7403833232235993	0.4590674350041206	0.7083603657280412	FALSE
RLX05743Zm00004b00001	1.9312568524585692	0.6344637555748791	0.8569135181300426	0.7404058194336886	0.4590537887720975	0.7083603657280412	FALSE
RLC00015Zm00004b00449	2.0108082256835087	0.8654036750638265	1.1694676650007692	0.7399979503180684	0.4593012380335907	0.7086064723973986	FALSE
DHH00002Zm00004b01965	248.06332424919157	-0.20193921328320802	0.2731332236473589	-0.7393432793951527	0.45969857513075857	0.7090021604517902	FALSE
DHH00026Zm00004b00015	4.630806681189734	0.4737054256797054	0.6407222619845546	0.739330367907717	0.4597064133885716	0.7090021604517902	FALSE
RLC00004Zm00004b00637	5.970725336504779	-0.4789795089613829	0.6481085019233873	-0.7390421627550303	0.45988139537617073	0.709157339312284	FALSE
DHH00002Zm00004b04143	7.812334670912752	-0.3847336053451071	0.520852651152644	-0.738661125164082	0.46011279722462994	0.7091701364690595	FALSE
DHH00002Zm00004b07234	1.8769131813050393	0.7041028195304614	0.952937934535589	0.7388758428150974	0.45998239246826994	0.7091701364690595	FALSE
RLC00004Zm00004b03107	1.7795602927107679	0.6409663034250866	0.867626153776223	0.7387586239019759	0.4600535806226722	0.7091701364690595	FALSE
RLG00001Zm00004b02547	1.303708081485961	0.8233239598396693	1.115386993422127	0.7381509419556912	0.46042273042778675	0.7095331540658331	FALSE
RLG00035Zm00004b00035	6.049231635107529	-0.4315681543583907	0.5851483519383164	-0.7375363066969461	0.46079627265258855	0.7099940630174639	FALSE
DHH00002Zm00004b07170	25.49267515309706	-0.23050195121029102	0.31269044440733484	-0.7371570041009033	0.4610268768690654	0.710119899503054	FALSE
RLG12119Zm00004b00002	1.3686828829396778	0.9722870732499617	1.3188786363923644	0.7372073869583158	0.4609962419397421	0.710119899503054	FALSE
RLG00001Zm00004b11360	2.6434489503015337	-0.7016068041637455	0.9519592333384244	-0.737013497629811	0.4611141411688772	0.710139607588245	FALSE
DTH00429Zm00004b00011	2.0694222293373667	-0.7736441473080257	1.0503264799311194	-0.7365749241690654	0.4613808888278998	0.7104356783243746	FALSE
DTA00358Zm00004b00004	2.378247302626323	-0.6753702567187866	0.9175135321930162	-0.7360875159023919	0.46167743973936115	0.7105481060933745	FALSE
RLG00001Zm00004b01266	3.5397809768959494	-0.5720100023861794	0.7769068702106698	-0.7362658567185413	0.46156892055116483	0.7105481060933745	FALSE
RLG07958Zm00004b00001	6.332904824702663	-0.4378862713055251	0.5948528255619984	-0.7361253952048119	0.46165438924669533	0.7105481060933745	FALSE
RLX00088Zm00004b00001	10.341516560943196	-0.6081897833310786	0.8264173170070388	-0.73593542973386	0.46176999440606176	0.7105758700429571	FALSE
DHH00002Zm00004b05196	1.478303144525931	-0.854780260112746	1.1617020268975715	-0.7357999214269365	0.46185246905604316	0.7105881163146865	FALSE
DHH00002Zm00004b09332	1.9364139930159818	-0.7720983412062464	1.0498663215453385	-0.7354253826046779	0.462080468027912	0.7108242205378559	FALSE
RLC00004Zm00004b00316	4.123608457987842	-0.5399421287168975	0.7345119737276912	-0.7351032359304637	0.4622766237403314	0.7108966108672472	FALSE
RLG00081Zm00004b00013	2.0782991068375356	-0.994133379965332	1.3521951347330516	-0.7351996427361739	0.462217916584439	0.7108966108672472	FALSE
DHH00002Zm00004b05202	17.375824102105643	-0.27115281413825026	0.36903782757406767	-0.7347561520202928	0.4624880157729923	0.7110209941047558	FALSE
DHH00032Zm00004b00044	5.294690168349614	-0.47438260311317665	0.6458747443965335	-0.7344808064238697	0.4626557538192125	0.7110209941047558	FALSE
RLC00002Zm00004b05413	1.4679122004952105	-0.7528234180782986	1.0248173035412447	-0.7345928054463227	0.46258752093440025	0.7110209941047558	FALSE
RLC00002Zm00004b05907	1.504230725984204	0.8561677355609683	1.165553026455507	0.7345592316504109	0.46260797442511337	0.7110209941047558	FALSE
DTH00233Zm00004b00020	10.25582411932028	-0.3435657248311695	0.4679011595701068	-0.7342698726090509	0.462784275740991	0.7111039080673688	FALSE
DTA00281Zm00004b00002	16.652138370057976	-0.2846836892149219	0.38794037585527813	-0.7338336170533681	0.4630501493043812	0.711397812754403	FALSE
DHH00002Zm00004b01102	54.08538510066204	0.15936145858017753	0.21729845391140845	0.733375943140159	0.46332916767028803	0.7117118142564218	FALSE
DHH00002Zm00004b01810	1.4457722817388485	0.7886775709885939	1.076346346278756	0.7327358649149346	0.46371954491121764	0.711946175895293	FALSE
DHH00002Zm00004b03360	4.224559487908506	-0.5249625783607791	0.716316994583032	-0.7328634980472014	0.46364168813356316	0.711946175895293	FALSE
DHH00002Zm00004b07204	2.3798840407684354	0.6470009768360339	0.8832666137844938	0.7325092636116485	0.46385779065251825	0.711946175895293	FALSE
DTA00091Zm00004b00011	6.15591278828906	-0.46132080573228673	0.6298828607850451	-0.7323914245854006	0.4639296913814336	0.711946175895293	FALSE
DTH00102Zm00004b00066	2.8321294037483886	-0.7286466278529402	0.9947287537516482	-0.7325078571468135	0.463858648785328	0.711946175895293	FALSE
RLG00008Zm00004b01657	1.5482253472736331	0.7802330358697332	1.0652240045375496	0.7324591189704359	0.46388838617749195	0.711946175895293	FALSE
DHH00001Zm00004b05641	2.957832236554233	-0.6174635999545485	0.8445374900870175	-0.7311263350676448	0.46470198997228274	0.7119981955871058	FALSE
DHH00002Zm00004b04456	1.4172822940977923	-0.8158117869079287	1.1156509348484442	-0.7312428658689313	0.4646308215783874	0.7119981955871058	FALSE
DHH00002Zm00004b06673	10.429423062247754	-0.31851711755248263	0.4356119911265094	-0.7311945585537833	0.46466032337743923	0.7119981955871058	FALSE
DHH00011Zm00004b00262	1.4989445354076516	-0.8841728419788792	1.2097566176098073	-0.7308683656765569	0.46485956016414853	0.7119981955871058	FALSE
DHH00040Zm00004b00014	2.237416716260864	0.6134079649258868	0.8391511082791719	0.7309863013632771	0.46478752022239833	0.7119981955871058	FALSE
DHH04481Zm00004b00001	8.066818352784692	0.3644262554940676	0.49850751577240926	0.731034626287248	0.4647580031757185	0.7119981955871058	FALSE
DTA00145Zm00004b00015	5.444188146294328	0.4256062298773183	0.5819460580068634	0.7313499662408551	0.4645654179410831	0.7119981955871058	FALSE
RLC00019Zm00004b00044	1.3459793961072783	-0.9631229006906941	1.3177380356991266	-0.7308910227970378	0.4648457197862288	0.7119981955871058	FALSE
RLG00003Zm00004b01949	1.582776299521557	-0.8022770711813062	1.0966832916318352	-0.731548549433574	0.46444416148706474	0.7119981955871058	FALSE
RLG22424Zm00004b00001	14.053545982779251	0.3033863870440276	0.4146002963278889	0.7317563198365222	0.46431731410573274	0.7119981955871058	FALSE
RLG25639Zm00004b00001	2.1254161084039684	0.653471328727595	0.8937810349867034	0.7311313433019045	0.46469893118853944	0.7119981955871058	FALSE
RLX06014Zm00004b00001	1.8445711805724245	0.6981536192916212	0.9538798771678795	0.7319093693059935	0.4642238871237618	0.7119981955871058	FALSE
DHH00997Zm00004b00001	9.313187724606596	-0.33862815046971534	0.4638729611493087	-0.7300019161080606	0.46538901337232613	0.7122832687805376	FALSE
DHH02860Zm00004b00003	1.8428266765836696	-0.6461074552539886	0.8850253023539291	-0.7300440490633621	0.4653632598324006	0.7122832687805376	FALSE
RLC00014Zm00004b00161	1.426609013947109	0.9762215985106533	1.3373766836257988	0.7299526083137564	0.4654191534995312	0.7122832687805376	FALSE
RLG00010Zm00004b00320	2.0343507059941435	-0.6818762250050652	0.9337348745358086	-0.7302674919837915	0.46522669480210094	0.7122832687805376	FALSE
RLG00268Zm00004b00003	2.571048977101621	-0.6888992450746847	0.9434631155515598	-0.7301814281016656	0.46527929314429955	0.7122832687805376	FALSE
DHH00196Zm00004b00004	3.85760149408068	-0.5754653810847079	0.7885653406655604	-0.7297624577298908	0.4655353960478954	0.7123468447870235	FALSE
DTM00299Zm00004b00049	2.013309686808675	0.6070995295553127	0.832589434297734	0.7291703504109251	0.46589746545423855	0.7126875231622564	FALSE
RLX13443Zm00004b00001	20.778472231876002	-0.33098390052474597	0.45392870863746915	-0.7291539270962629	0.4659075104229767	0.7126875231622564	FALSE
RLG12523Zm00004b00001	16.639022416984037	-0.26494522588451713	0.3637668470919028	-0.7283380220121621	0.4664066927013286	0.7133366834963705	FALSE
DHH02723Zm00004b00001	4.8335415177533445	-0.5054839589761322	0.6942041489266273	-0.7281488590318962	0.46652246766808647	0.713399334779165	FALSE
DHH00002Zm00004b06998	1.4559986989479443	-0.8931667073904112	1.2270685300754576	-0.7278865731610659	0.4666830230220317	0.7134056657083521	FALSE
DTC00119Zm00004b00105	2.4407825048782823	-0.8019721261485748	1.1019499281959624	-0.7277754693096711	0.46675104324186334	0.7134056657083521	FALSE
RLG00010Zm00004b00559	2.9429196136547646	-0.964925406073862	1.3257448827377347	-0.7278364175777462	0.4667137286914668	0.7134056657083521	FALSE
DHH00002Zm00004b00125	1.6560429206951275	-0.8449726208645484	1.163018213983179	-0.7265342973182098	0.4675112898549663	0.7143426810228146	FALSE
RLG00001Zm00004b11514	11.46920439739856	-0.29627851934014454	0.4078297066308448	-0.7264760622460663	0.4675469770358906	0.7143426810228146	FALSE
RLG33328Zm00004b00001	2.896484734119561	0.5604327854163987	0.7715126413450942	0.7264077804860226	0.46758882287588177	0.7143426810228146	FALSE
RLC00002Zm00004b10883	2.821885562749432	-0.7319884621091923	1.0081218962363243	-0.7260912245254907	0.46778284836000966	0.714524626295219	FALSE
DHH00002Zm00004b03526	58.76397655285354	0.13641572143375363	0.1880075341281996	0.7255864615549595	0.4680923231339955	0.7147683576310297	FALSE
RLC00340Zm00004b00006	15.166699110624705	0.3512497551175163	0.48403681281693844	0.7256674406092293	0.4680426665026642	0.7147683576310297	FALSE
DHH04253Zm00004b00001	2.896251678851001	-0.5222583545999024	0.7201817820969793	-0.7251757369913245	0.46834422575866624	0.7150385105402883	FALSE
DHH02251Zm00004b00001	20.872525723399452	-0.22089372803005816	0.3047243273907586	-0.7248969254325351	0.468515267211632	0.7150706767173692	FALSE
RLX01059Zm00004b00001	3.8126369685257018	0.48800472551289487	0.6731898842175	0.7249139313496072	0.468504833667074	0.7150706767173692	FALSE
DTA00256Zm00004b00004	1.9646705974753271	0.7104268113165678	0.980852997110063	0.7242948876230529	0.4688847149442707	0.7155200258775108	FALSE
DHH00002Zm00004b08725	16.802465966145714	0.2563317365408894	0.35408094675784113	0.7239354133228659	0.46910538750036684	0.7156095221672271	FALSE
DHH01906Zm00004b00001	10.949242692711353	-0.3488200165231174	0.4818522414514112	-0.7239148986262245	0.4691179827076878	0.7156095221672271	FALSE
RLG01091Zm00004b00002	1.8535937189881366	-0.7606529448913848	1.0508685409269076	-0.7238326348797718	0.46916849125309396	0.7156095221672271	FALSE
DHH00002Zm00004b03869	3.0243424302892636	-0.6082423596200046	0.8407545935251796	-0.723448155150387	0.46940459516242794	0.7158551446455961	FALSE
RLC20496Zm00004b00001	1.3673455647056334	-0.9235762329820857	1.2770287624534966	-0.7232227340030002	0.4695430538480615	0.7159518006867788	FALSE
DHH00001Zm00004b04765	2.7293977504090177	-0.652273606662441	0.9020573026914331	-0.723095533638803	0.46962119310613193	0.7159564664204755	FALSE
RLC17575Zm00004b00001	246.54450586986812	-0.12836325092455927	0.177591809413688	-0.7227993866853727	0.46980314419817953	0.7161193706959463	FALSE
DHH00002Zm00004b03372	1.9410074344940036	0.671319566232623	0.9295995878720125	0.722159922391285	0.47019616046363955	0.716374913912968	FALSE
DHH00002Zm00004b03678	1.3883025320888804	0.9515365515312957	1.3174380176667924	0.7222628607731276	0.4701328820297181	0.716374913912968	FALSE
DHH00002Zm00004b08658	2.228972475034701	0.6814458534106723	0.9435151357204158	0.7222415704972852	0.47014596923361546	0.716374913912968	FALSE
DHH00002Zm00004b01362	2.7245218654145167	0.5858252360113225	0.8120100099539025	0.721450756554811	0.47063222775280594	0.7169247482189708	FALSE
DHH02710Zm00004b00069	7.462172368165369	-0.3672864107458802	0.5092056280908533	-0.7212929128904843	0.4707293164594209	0.7169581155976741	FALSE
DHH03729Zm00004b00001	63.335422342564776	-0.18521905888999413	0.25696309689304686	-0.7208002282408901	0.47103243497738195	0.7170761973091179	FALSE
RLC00002Zm00004b02932	1.5018162724027722	0.7455953491677996	1.034255307243719	0.7209006750516992	0.4709706275029871	0.7170761973091179	FALSE
RLC00002Zm00004b09432	1.7041287217165422	-0.8413824500180965	1.1670030849256927	-0.7209770572900159	0.47092363056693326	0.7170761973091179	FALSE
DHH00002Zm00004b00599	1.3462893447215512	-0.7794668244541855	1.0816198609891283	-0.720647662424923	0.47112632116017267	0.7171046446262421	FALSE
DTA12512Zm00004b00029	1.4525334501934373	-0.9995585633947045	1.387521571106078	-0.7203913684728487	0.4712840629565311	0.7172302624247495	FALSE
DHH00001zmB01723	3.9024486419649813	-0.9541703029875421	1.3252860839231562	-0.719973079444836	0.4715415707728164	0.7175076462246014	FALSE
DHH00002Zm00004b08415	3.657417547670196	-0.7133735236095017	0.9910349031121535	-0.7198268409813722	0.4716316166485892	0.7175301685323782	FALSE
RLC00002Zm00004b06128	3.2455991912638504	-0.5478472475832691	0.7617101719583407	-0.7192332041132724	0.47199724402328413	0.7179718805241725	FALSE
RLX30650Zm00004b00001	1.4551419794837885	0.9185764853519715	1.2777030217860552	0.7189280057175778	0.4721852797969386	0.7181433537709101	FALSE
RLC00002Zm00004b02922	1.6081308256078013	0.7305414474864365	1.0166981332999916	0.7185431187084511	0.47242247134837567	0.7183895210936231	FALSE
RLG00031Zm00004b00224	1.3691429885831532	0.9333164070250642	1.2992131054484704	0.7183705299084836	0.4725288527142697	0.7184367250451652	FALSE
RLG00006Zm00004b00373	1.8288010423342949	-0.7931455255848078	1.1043815356110087	-0.7181807192620194	0.4726458646199838	0.7185000741297889	FALSE
DHH00002Zm00004b00199	12.851453333114696	-0.2829533411952377	0.3940712462584276	-0.7180258490863858	0.4727413487134356	0.7185306823926239	FALSE
DTM00473Zm00004b00085	4.523011451146816	0.5162403889749236	0.7194380976690462	0.717560538769804	0.47302829631864723	0.7188003532839865	FALSE
RLG00337Zm00004b00008	1.8974001539620744	0.6834941605395056	0.9526134780105063	0.7174936911106431	0.4730695278114827	0.7188003532839865	FALSE
RLG00005Zm00004b01041	1.6286779182963145	-0.8977008648721598	1.2513799442007827	-0.7173687488219203	0.4731465972496469	0.7188029235897138	FALSE
DHH00002Zm00004b03668	39.894549052647996	0.16003177190820414	0.22332054785839459	0.7166011969918628	0.47362020569608015	0.7188594610749944	FALSE
DHH00002Zm00004b04010	1.5464578886302869	-0.8764916799938146	1.2239202953579824	-0.7161346072273856	0.4739082365425799	0.7188594610749944	FALSE
DHH00002Zm00004b08423	1156.0644306715378	0.19592805243833059	0.27332785066019205	0.7168243264090683	0.4734824995547218	0.7188594610749944	FALSE
DTA00178Zm00004b00013	1.4994042019792098	-0.7967574366813064	1.11254836446103	-0.7161553260359091	0.47389544455822147	0.7188594610749944	FALSE
RLC00070Zm00004b00010	2.194171140472225	0.7884918118437324	1.1011118021226005	0.7160869680297367	0.4739376501445564	0.7188594610749944	FALSE
RLG00001Zm00004b05911	2.066814613067422	-0.6241606279116023	0.8714993113075022	-0.7161917626477294	0.47387294871687896	0.7188594610749944	FALSE
RLG00003Zm00004b05018	165.36130149259256	0.1397735221458521	0.19517718800768952	0.7161365709416069	0.47390702411908225	0.7188594610749944	FALSE
RLG00010Zm00004b00292	3.718453341083457	0.4662384649437623	0.6502312673693298	0.7170348279775048	0.47335260698250936	0.7188594610749944	FALSE
RLG00155Zm00004b00011	6.311917799394869	0.4218426446748558	0.5887662137167974	0.7164858221259389	0.47369141887348987	0.7188594610749944	FALSE
RLX16426zmB00001	5.714231074795761	0.436497221008706	0.6092998720734475	0.7163914535601427	0.4737496706456033	0.7188594610749944	FALSE
DHH00001zmB01804	1.2988575094226902	-1.0161296326313123	1.4195801773029697	-0.7157958732291088	0.47411740096774463	0.7188869672075244	FALSE
DHH00002Zm00004b02758	1.6665457163553774	-0.9067025710950676	1.2669871675781619	-0.7156367438418685	0.47421567908172685	0.7188869672075244	FALSE
DHH00002Zm00004b03852	11.280246962817902	0.360548769049915	0.5039940242748266	0.715383023774323	0.47437239943254217	0.7188869672075244	FALSE
DHH00002Zm00004b05159	1.6628674529574918	0.7310758268755903	1.0223790720003179	0.7150731532925617	0.47456384192164086	0.7188869672075244	FALSE
DHH00002Zm00004b06415	16.52101383356179	0.31393711512090133	0.4388827907520525	0.7153096948343564	0.4744176992855084	0.7188869672075244	FALSE
DHH00079Zm00004b00005	9.968567478759365	-0.3008028254700052	0.4207652929114338	-0.7148945755212769	0.47467418913540765	0.7188869672075244	FALSE
RIL00021Zm00004b00002	8.82871205880528	-0.34155915662647623	0.4776846912555529	-0.715030569074168	0.4745901543868606	0.7188869672075244	FALSE
RLC00064Zm00004b00054	2.6059150265362088	-0.7157659969977167	1.0013638166261787	-0.7147911529390929	0.47473810271304884	0.7188869672075244	FALSE
RLG00011Zm00004b00098	2.129263725662033	-0.7026030445986079	0.9827344452003642	-0.7149470012271302	0.47464179265390755	0.7188869672075244	FALSE
RLX06317Zm00004b00001	1.3055925239586166	0.8840935539313801	1.2352865851026322	0.7156991459256609	0.4741771382974472	0.7188869672075244	FALSE
RLX14640Zm00004b00001	2.589993398391397	-0.6650582975600874	0.9305221000656806	-0.7147152093573538	0.47478503769641245	0.7188869672075244	FALSE
DHH00002Zm00004b02689	11.150352894941701	0.3117864878562163	0.4364499227175289	0.71436944223726	0.4749987624015712	0.7190963959773587	FALSE
RLG16367zmB00001	13.96117855377908	0.2749662707996967	0.3851514954756279	0.7139171833154583	0.4752783912434902	0.7192913408820698	FALSE
RLX32306Zm00004b00001	15.052694302895675	-0.24909201518649177	0.3488836472368418	-0.7139687318660543	0.47524651453927724	0.7192913408820698	FALSE
DHH00001Zm00004b09703	1.5122627119063248	0.8385606170752878	1.1758204134023686	0.7131706572850002	0.4757401611177092	0.7193052443980459	FALSE
DHH00002Zm00004b00008	1.937229519321303	-0.7665402227214313	1.0740537247929092	-0.7136889012411644	0.47541957090677467	0.7193052443980459	FALSE
DTA00301Zm00004b00002	57.384438443702244	-0.19954545432716614	0.2797716094845081	-0.71324411613758	0.4756947116240648	0.7193052443980459	FALSE
RLC00026Zm00004b00069	1.7001440280370803	-1.0298242880280428	1.4436292216942637	-0.7133578848032921	0.47562432687359923	0.7193052443980459	FALSE
RLG00001Zm00004b05923	1.4137783861133872	0.9638387913144699	1.3513999323727728	0.7132150655225893	0.47571268515327136	0.7193052443980459	FALSE
RLG00040Zm00004b00070	2.6516428739179227	0.500236612472963	0.7013962546998284	0.7132011457447057	0.4757212974104729	0.7193052443980459	FALSE
DHH00002Zm00004b00226	2.6083934961632833	-0.651174077971401	0.9134896181007195	-0.7128423411371534	0.4759433216611237	0.7193842947155612	FALSE
RLC00016Zm00004b00278	15.368921426237028	-0.3861134966246905	0.5415758632612946	-0.7129444327514315	0.4758801427382985	0.7193842947155612	FALSE
DHH00002Zm00004b05736	2.368643741679488	0.6347558126161628	0.8908120332643911	0.712558641905737	0.47611891175789045	0.7194018959366116	FALSE
RLG02956Zm00004b00001	1.7411668392450668	0.7812849928798387	1.096452652440924	0.7125569819549812	0.4761199392564511	0.7194018959366116	FALSE
RLG13235Zm00004b00001	1.619823397984263	0.721818250639554	1.0131381472127858	0.7124578742053358	0.4761812885016666	0.7194018959366116	FALSE
RLG00001Zm00004b04681	12.299089723145574	-0.32165406751489467	0.45162324756645844	-0.7122176930618741	0.4763299823510833	0.7195125473942549	FALSE
DTA00256Zm00004b00001	12.88450204521879	-0.27042703644123045	0.37979570530936263	-0.7120328973202951	0.4764444049433352	0.7195714041082744	FALSE
DHH00001Zm00004b00968	5.607040919489067	-0.43532366592944144	0.6116915727347969	-0.7116718381179644	0.4766680105215415	0.7197389661022696	FALSE
